Beer PLU,Beer Name,Date Purchased,Store Name,Abv,Style,Color,Format
62417,SAMUEL ADAMS REBEL IPA,1/24/2014 0:00,Crabapple,6.5,IPA,medium,draft
9262,Samuel Adams Summer,10/6/2009 0:00,Crabapple,5.2,Blonde Ale,light,bottle
60999,SAMUEL ADAMS WHITEWATER,2/11/2012 0:00,Crabapple,5.8,IPA,medium,draft
11127,SAMUEL ADAMS WINTER,11/20/2007 0:00,Crabapple,5.8,Amber Lagers,medium,draft
9285,Samuel Smith IPA,10/6/2009 0:00,Crabapple,5,IPA,medium,bottle
9788,Scarecrow,12/12/2012 0:00,Mall of Georgia,4.7,Pale Ale,medium,bottle
11302,SCHNEIDER AVENTINUS,7/7/2009 0:00,Crabapple,8,Doppelbock,dark,draft
65303,SCOFFLAW BASEMENT IPA,4/9/2022 4:00,Crabapple,7.8,IPA,medium,draft
65303,SCOFFLAW BASEMENT IPA,4/9/2022 20:37,Crabapple,7.8,IPA,medium,draft
67405,SCOFFLAW JAYWALKER,5/4/2019 0:00,Prado,4.9,IPA,medium,draft
68937,SECOND SELF GOLDEN BLON,11/3/2019 0:00,Mall of Georgia,4.4,Blonde Ale,light,draft
63193,SECOND SELF LIPA,12/29/2014 0:00,Crabapple,4.3,IPA,medium,draft
71421,SERVI FREEDOM MACHINE,6/28/2022 14:48,Crabapple,6.7,IPA,medium,draft
63627,SERVICE BREW COMPASS RO,12/26/2016 0:00,Crabapple,6,IPA,medium,draft
11129,SHINER BOCK,4/1/2010 0:00,Crabapple,4.4,Bock,dark,draft
11830,SHINER COMMEMORATOR,3/27/2010 0:00,Crabapple,6.7,Doppelbock,dark,draft
9909,Shipyard Export,7/26/2008 0:00,Crabapple,5,Blonde Ale,light,bottle
11572,SHOCK TOP WHITE,8/27/2014 0:00,Crabapple,5.2,Witbier/White Beer,light,draft
71857,SIERR LIQUID HOPINESS,9/21/2022 15:24,Crabapple,7,IPA,medium,draft
11516,SIERRA NEVADA ANNIVERSARY,8/14/2009 0:00,Crabapple,5.9,IPA,medium,draft
11331,SIERRA NEVADA BIGFOOT,4/1/2010 0:00,Crabapple,9.6,Barley Wine,medium,draft
11547,SIERRA NEVADA CELEBRATI,12/8/2007 0:00,Crabapple,6.8,IPA,medium,draft
9878,Sierra Nevada Celebration,12/16/2013 0:00,Mall of Georgia,6.8,IPA,medium,bottle
61466,SIERRA NEVADA NARWHAL R,12/28/2012 0:00,Crabapple,10.2,Imperial Stout,dark,draft
60260,SIERRA NEVADA NHM HRVST,12/28/2010 0:00,Mall of Georgia,6.7,IPA,medium,draft
60560,SIERRA NEVADA OVILA DBBEL,12/23/2012 0:00,Crabapple,7.5,Belgian Dark Ale,dark,draft
11130,SIERRA NEVADA PALE,9/25/2009 0:00,Crabapple,5.6,Pale Ale,medium,draft
9273,Sierra Nevada Pale Ale,12/15/2012 0:00,xEast Roswell,5.6,Pale Ale,medium,bottle
20493,Sierra Nevada Pale CAN,1/24/2014 0:00,Crabapple,5.7,Pale Ale,medium,can
11131,SIERRA NEVADA PORTER,3/22/2010 0:00,Crabapple,5.6,Porter,dark,draft
60960,SIERRA NEVADA RUTHLESS RY,1/23/2014 0:00,Crabapple,6.6,IPA,medium,draft
11624,SIERRA NEVADA STHRN HM,5/31/2009 0:00,Crabapple,6.7,IPA,medium,draft
60540,SIERRA NEVADA TRPDO IPA,5/27/2011 0:00,Crabapple,6.8,IPA,medium,draft
60090,SIERRA NEVADA TUMBLER BRN,8/8/2013 0:00,Mall of Georgia,5.8,Brown Ale,dark,draft
61834,SIX POINT BENGALI TIGER,6/6/2013 0:00,Mall of Georgia,6.4,IPA,medium,draft
61838,SIX POINT RIGHTEOUS ALE,4/11/2013 0:00,Crabapple,6.3,Amber/Red Ale,medium,draft
11526,SLEEMAN LA RUSSE,11/20/2007 0:00,Crabapple,5.5,Amber/Red Ale,medium,draft
68417,SLOW POUR LAGERJAMMIN,3/7/2019 0:00,Mall of Georgia,4.5,Lager,light,draft
12277,SMUTTYNOSE BIG A IPA,12/28/2010 0:00,Mall of Georgia,9.2,IPA,medium,draft
11798,SMUTTYNOSE IPA,3/20/2009 0:00,Crabapple,6.6,IPA,medium,draft
11799,SMUTTYNOSE OLDBRWN DOG,12/28/2012 0:00,Crabapple,5.7,Brown Ale,dark,draft
20158,Smuttynose Shoals Pale,4/4/2013 0:00,Crabapple,5,Pale Ale,medium,bottle
63838,SOUTHBOUND SCATTERED SU,7/11/2015 0:00,Crabapple,5,Witbier/White Beer,light,draft
62000,SOUTHERN TIER 2X STEAM,6/4/2013 0:00,Mall of Georgia,8,ESB,medium,draft
12432,SOUTHERN TIER IPA,4/23/2013 0:00,Mall of Georgia,6.5,IPA,medium,draft
60271,SOUTHERN TIER KRAMPUS,12/23/2010 0:00,Crabapple,9,Pilsner,light,draft
12434,SOUTHERN TIER PHIN & MATT,7/11/2012 0:00,Mall of Georgia,5.6,Pale Ale,medium,draft
60129,SOUTHERN TIER PUMKING,7/30/2013 0:00,Mall of Georgia,9,Pumpkin Ale,medium,draft
9281,Spaten Franz Hefe,12/17/2012 0:00,xEast Roswell,5,Hefeweizen,light,bottle
11135,SPATEN LAGER,1/10/2008 0:00,Crabapple,5.2,Lager,light,draft
11136,SPATEN OKTOBERFEST,9/11/2009 0:00,Crabapple,5.9,Oktoberfest/Marzen,medium,draft
11872,SPATEN PILSNER,5/31/2009 0:00,Crabapple,5,Pilsner,light,draft
20196,Sprecher Black Bavrn 16oz,8/20/2013 0:00,Mall of Georgia,6,Dark Lager,dark,bottle
9293,St. Pauli Light,1/3/2008 0:00,Crabapple,4.9,Lager,light,bottle
62024,STARR HILL GRATEFUL PAL,3/2/2014 0:00,Crabapple,4.7,Pale Ale,medium,draft
62779,STARR HILL SOUL SHINE,6/26/2014 0:00,Crabapple,5.2,Pale Ale,medium,draft
62023,STARR HILL WHITER SHADE,7/26/2014 0:00,Crabapple,7.5,IPA,medium,draft
11169,STELLA ARTOIS,2/2/2008 0:00,Crabapple,5.2,Lager,light,draft
9504,Stella Artois,4/19/2013 0:00,Mall of Georgia,5.2,Lager,light,bottle
60702,STIEGL GOLDBRAU,5/4/2013 0:00,Mall of Georgia,7.9,Lager,light,draft
11519,STONE ARROGANT BASTARD,5/27/2009 0:00,Crabapple,7.2,Strong Ale,medium,draft
11683,STONE IPA,12/3/2008 0:00,Crabapple,6.9,IPA,medium,draft
11687,STONE LEVITATION,5/28/2011 0:00,Crabapple,4.4,Pale Ale,medium,draft
11682,STONE PALE ALE,12/27/2010 0:00,Crabapple,5.4,Pale Ale,medium,draft
10333,Stone Pale Ale,1/9/2014 0:00,Mall of Georgia,5.4,Pale Ale,medium,bottle
11686,STONE RUINATION,10/10/2013 0:00,Mall of Georgia,7.7,IPA,medium,draft
10336,Stone Ruination,2/13/2014 0:00,Crabapple,7.7,IPA,medium,can
11850,STONE SUBLIME SELF-RIGH,5/4/2013 0:00,Mall of Georgia,8.7,Strong Ale,medium,draft
11957,STOUDTS AMERICAN PALE,12/20/2012 0:00,Crabapple,5,Pale Ale,medium,draft
9938,Stoudts Double IPA,5/31/2011 0:00,Crabapple,10,Double IPA,medium,bottle
11958,STOUDTS SCARLET LADY,2/10/2012 0:00,xEast Roswell,5,ESB,medium,draft
61640,STRAIGHT TO MONKEYNAUT,8/5/2014 0:00,Johns Creek,7.2,IPA,medium,draft
11139,STRONGBOW,1/1/2008 0:00,Crabapple,5,Cider,light,draft
61068,SWEETWATER 15TH ANNIVRSRY,2/19/2012 0:00,Crabapple,10,Strong Ale,medium,draft
11140,SWEETWATER 420,1/10/2008 0:00,Crabapple,5.4,Pale Ale,medium,draft
11140,SWEETWATER 420,6/28/2022 14:48,Crabapple,5.4,Pale Ale,medium,draft
9298,SweetWater 420,4/1/2013 0:00,Mall of Georgia,5.4,Pale Ale,medium,bottle
62781,SWEETWATER BOBBLEHEAD BOB,7/26/2014 0:00,Crabapple,6,Stout,dark,draft
62251,SWEETWATER CRANK TNK HLLS,10/3/2013 0:00,Mall of Georgia,5.8,Lager,light,draft
11510,SWEETWATER DONKEY PUNCH,12/14/2007 0:00,Crabapple,10.5,Barley Wine,medium,draft
61980,SWEETWATER DT SOME STRANG,4/30/2013 0:00,Mall of Georgia,9,Double IPA,medium,draft
67566,SWEETWATER G13 IPA,11/30/2021 19:32,Crabapple,6,IPA,medium,draft
11191,SWEETWATER GEORGIA BROW,12/19/2007 0:00,Crabapple,5.1,Brown Ale,dark,draft
9824,SweetWater Georgia Brown,5/3/2013 0:00,Mall of Georgia,5.1,Brown Ale,dark,bottle
11314,SWEETWATER HAPPY ENDING,3/23/2010 0:00,Crabapple,9,Imperial Stout,dark,draft
11338,SWEETWATER HUMMER,12/9/2008 0:00,Crabapple,5.1,Witbier/White Beer,light,draft
11143,SWEETWATER IPA,11/21/2007 0:00,Crabapple,6.2,IPA,medium,draft
9302,SweetWater IPA,4/1/2013 0:00,Mall of Georgia,6.2,IPA,medium,bottle
20980,SweetWater IPA Can 16 oz,4/24/2014 0:00,Crabapple,6.4,IPA,medium,can
61275,SWEETWATER LOW RYEDER,7/11/2012 0:00,Mall of Georgia,6.2,IPA,medium,draft
11664,SWEETWATER MOTOR BOAT,9/1/2009 0:00,Crabapple,5.6,ESB,medium,draft
62425,SWEETWATER PINEAPPLE EX,1/31/2014 0:00,Crabapple,6.2,IPA,medium,draft
11479,SWEETWATER ROAD TRIP,11/9/2007 0:00,Crabapple,5.3,Pilsner,light,draft
10123,Sweetwater Road Trip,7/2/2013 0:00,Mall of Georgia,5.3,Pilsner,light,bottle
12355,SWEETWATER SCH'WHEAT,12/27/2010 0:00,Crabapple,4.7,Wheat Beer,light,draft
60603,SWEETWATER WATERKEEPER,6/2/2011 0:00,Crabapple,5.7,Hefeweizen,light,draft
9307,Tecate 12oz Can,12/27/2012 0:00,Crabapple,4.5,Lager,light,can
60269,TERRA SO FRESH & GREEN,12/22/2019 0:00,Mall of Georgia,6.6,IPA,medium,draft
11856,TERRAPIN 30 STRONG,6/19/2009 0:00,Crabapple,8.5,Strong Ale,medium,draft
60342,TERRAPIN BIG DADDY VLADY,12/20/2010 0:00,Crabapple,10.2,Imperial Stout,dark,draft
66319,TERRAPIN CHOPSECUTIONER,7/11/2019 0:00,Mall of Georgia,5.5,IPA,medium,draft
11295,TERRAPIN GOLDEN ALE,12/22/2007 0:00,Crabapple,5,Blonde Ale,light,draft
20995,Terrapin Hi 5 IPA CAN,5/1/2014 0:00,Crabapple,5.9,IPA,medium,can
12356,TERRAPIN HOP KARMA,12/30/2010 0:00,Crabapple,6,Brown Ale,dark,draft
12209,TERRAPIN HOPSECUTIONER,5/30/2011 0:00,Crabapple,7.3,IPA,medium,draft
60005,TERRAPIN HOPZILLA,5/9/2013 0:00,Crabapple,10.7,IPA,medium,draft
11345,TERRAPIN IMPERIAL PILSNER,7/25/2008 0:00,Crabapple,7.5,Pilsner,light,draft
61638,TERRAPIN LIQUID BLISS,12/15/2012 0:00,xEast Roswell,6.7,Porter,dark,draft
11951,TERRAPIN MAGGIES FARM,8/12/2009 0:00,Crabapple,6.3,Fruit/Herbed/Spice Beer,medium,draft
11828,TERRAPIN MONKS REVENGE,5/28/2011 0:00,Prado,9.8,Belgian Specialty,medium,draft
60280,TERRAPIN MOO-HOO,12/23/2012 0:00,Crabapple,6,Stout,dark,draft
62711,TERRAPIN RECREATION,3/14/2015 0:00,Windward,4.7,Pale Ale,medium,draft
20774,Terrapin RecreationAle CN,2/8/2014 0:00,Mall of Georgia,4.7,Pale Ale,medium,bottle
11259,TERRAPIN RYE PALE ALE,11/22/2007 0:00,Crabapple,5.3,Pale Ale,medium,draft
9887,Terrapin Rye Pale Ale,9/19/2013 0:00,Mall of Georgia,5.3,Pale Ale,medium,bottle
11339,TERRAPIN RYE SQUARED,4/17/2009 0:00,Crabapple,9,Strong Ale,medium,draft
11757,TERRAPIN SUN RAY,6/11/2009 0:00,Crabapple,4.5,Hefeweizen,light,draft
61212,TERRAPIN TREE HUGGER,4/3/2013 0:00,Mall of Georgia,4.9,Amber/Red Ale,medium,draft
11333,TERRAPIN WAKE N BAKE,12/23/2013 0:00,Mall of Georgia,9.4,Imperial Stout,dark,draft
11990,TERRAPIN/LH DEPTH CHARGE,10/6/2009 0:00,Crabapple,7.7,Stout,dark,draft
10312,Thomas Creek App Ambr,4/11/2013 0:00,Crabapple,5.5,Amber/Red Ale,medium,bottle
10313,Thomas Creek Class 5 IPA,12/17/2008 0:00,Crabapple,5.5,IPA,medium,can
60331,THOMAS CREEK CLASS 5IPA,1/9/2014 0:00,Mall of Georgia,5.5,IPA,medium,draft
9916,Thomas Hooker Blonde Ale,12/13/2008 0:00,Crabapple,5.1,Blonde Ale,light,bottle
62168,THREE TAVERNS NIGHT BRS,12/21/2013 0:00,Crabapple,7.5,IPA,medium,draft
62741,THREE TAVERNS QUASIMODO,7/26/2014 0:00,Crabapple,10,Quadrupel,medium,draft
60321,TOMMYKNOCKER HOP STRIKE,2/14/2012 0:00,Windward,7,IPA,medium,draft
11387,TOMMYKNOCKER IMP NUT BRWN,9/19/2013 0:00,Mall of Georgia,9.8,Brown Ale,dark,draft
10033,Tommyknocker Jack Wheat,12/21/2007 0:00,Crabapple,5.4,Hefeweizen,light,bottle
61177,TOMMYKNOCKER NICE SAISON,4/25/2013 0:00,Mall of Georgia,5.5,Saison,light,draft
20294,Tommyknocker Pick Axe IPA,12/14/2012 0:00,Mall of Georgia,6.2,IPA,medium,bottle
11401,TOMMYKNOCKER VIENNA AMBER,9/3/2008 0:00,Crabapple,5.3,Amber/Red Ale,medium,draft
62556,TRAV BEER CO CURIS TRAVLR,12/29/2014 0:00,Crabapple,4.4,Fruit/Herbed/Spice Beer,medium,draft
63631,TRAV BEER CO ILUSV TRAVLR,5/30/2015 0:00,Crabapple,4.4,Fruit/Herbed/Spice Beer,medium,draft
23732,Truly Mixed Berry,5/4/2019 0:00,Prado,5,Hard Seltzer,light,can
69122,TUCKER TKR PILSNER,3/30/2021 18:00,Crabapple,4.8,Pilsner,light,draft
60895,UINTA HOP NOTCH IPA,7/21/2013 0:00,Crabapple,7.3,IPA,medium,draft
11913,UINTA WYLD ORGANIC PALE,10/21/2009 0:00,Crabapple,4.8,Pale Ale,medium,draft
68661,URBAN TREE FC,5/4/2019 0:00,Prado,6.5,Cider,light,draft
67536,VARIANT RASPBERRY LEMON,4/9/2022 4:00,Crabapple,4.8,Sour Ale,medium,draft
67536,VARIANT RASPBERRY LEMON,4/9/2022 20:37,Crabapple,4.8,Sour Ale,medium,draft
20225,Victoria,4/15/2013 0:00,Mall of Georgia,4,Lager,light,bottle
11477,VICTORY GOLDEN MONKEY T,10/29/2009 0:00,Crabapple,9.5,Tripel,medium,draft
60418,VICTORY HEADWATERS PALE,12/11/2012 0:00,Crabapple,5,Pale Ale,medium,draft
11480,VICTORY HOP DEVIL IPA,5/21/2009 0:00,Crabapple,6.7,IPA,medium,draft
11530,VICTORY HOP WALLOP,1/11/2008 0:00,Crabapple,8.5,Double IPA,medium,draft
62252,VICTORY MAD KING'S WEISS,8/5/2014 0:00,Johns Creek,6.2,Hefeweizen,light,draft
61780,VICTORY NATO IPA,4/11/2013 0:00,Crabapple,7,IPA,medium,draft
11481,VICTORY PRIMA PILS,5/30/2011 0:00,Crabapple,5.3,Pilsner,light,draft
11533,VICTORY STORM KING STOU,2/15/2012 0:00,Mall of Georgia,9.1,Imperial Stout,dark,draft
60226,VICTORY YAKIMA GLORY,2/10/2012 0:00,xEast Roswell,8.7,Double IPA,medium,draft
11150,WARSTEINER,1/1/2008 0:00,Crabapple,4.8,Pilsner,light,draft
9316,Warsteiner,4/25/2013 0:00,Mall of Georgia,4.8,Pilsner,light,bottle
11286,WEIHENSTEPHAN DUNKEL WEIS,9/4/2008 0:00,Crabapple,5.3,Hefeweizen,light,draft
11151,WEIHENSTEPHAN HEFE,12/12/2013 0:00,Mall of Georgia,5.4,Hefeweizen,light,draft
9324,Weihenstephan Hefe 12oz,1/11/2008 0:00,Crabapple,5.4,Hefeweizen,light,bottle
10735,Weihenstephan Vitus 16.9,8/13/2013 0:00,Mall of Georgia,7.7,Doppelbock,dark,bottle
62174,WESTBROOK IPA,9/16/2013 0:00,Mall of Georgia,6.8,IPA,medium,draft
20665,Westbrook IPA,7/21/2013 0:00,Crabapple,6.8,IPA,medium,bottle
62150,WEYERBACHER LAST CHANCE,7/23/2013 0:00,Mall of Georgia,5.9,IPA,medium,draft
62064,WIDMER ALCHEMY ALE,6/25/2013 0:00,Mall of Georgia,5.8,Pale Ale,medium,draft
11837,WIDMER DRIFTER PALE ALE,7/2/2009 0:00,Crabapple,5.7,Pale Ale,medium,draft
11838,WIDMER DROP TOP AMBER ALE,9/24/2009 0:00,Crabapple,5,Amber/Red Ale,medium,draft
60885,WIDMER OKTO,10/10/2013 0:00,Mall of Georgia,5.3,Oktoberfest/Marzen,medium,draft
60378,WILD HEAVEN SPECIAL WINTR,12/12/2013 0:00,Mall of Georgia,8.2,Brown Ale,dark,draft
11155,WOODCHUCK AMBER,12/29/2008 0:00,Crabapple,5,Cider,light,draft
62352,WRECKING BAR BREAKING BOB,12/19/2013 0:00,Mall of Georgia,4.8,Kolsch,light,draft
9763,Xingu,12/28/2007 0:00,Crabapple,4.4,Dark Lager,dark,bottle
10168,Yuengling Amber Lager,12/4/2008 0:00,Crabapple,4.9,Amber Lagers,medium,bottle
10341,Yuengling Amber Lager 16,12/12/2012 0:00,Crabapple,4.9,Amber Lagers,medium,can
60230,YUENGLING LIGHT,12/18/2012 0:00,Crabapple,3.8,Lager,light,draft
20646,Yuengling Premium Beer 16,12/28/2012 0:00,Crabapple,4.9,Pilsner,light,bottle
81575,BM ABITA BIG EASY,9/12/2016 0:00,Duluth,4.5,Session IPA,medium,draft
80015,BM FINCHE'S WET HOT,5/1/2014 0:00,Crabapple,5,Wheat Beer,light,draft
80133,BM JEKYLL HOOTN & HOLRN,3/28/2015 0:00,Windward,8,IPA,medium,draft
80603,BM ROGUE 6 HOP IPA,1/23/2016 0:00,Mall of Georgia,6.6,IPA,medium,draft
80007,BM STARR HILL NORTHERN LT,4/24/2014 0:00,Crabapple,6.5,IPA,medium,draft
80009,BM STARR HILL THE LOVE,4/10/2014 0:00,Crabapple,4.6,Wheat Beer,light,draft
80055,BM SWEETWATER TWO PILS,10/7/2014 0:00,Crabapple,5.5,Pilsner,light,draft
85461,BOM MONDAY NT HAN BROLO,3/7/2019 0:00,Mall of Georgia,4.7,Pale Ale,medium,draft
85463,BOM MONDAY NT NOT TMAC,3/7/2019 0:00,Mall of Georgia,5.2,Pale Ale,medium,draft
86645,BOM NEW BELG HOP AVENGR,11/3/2019 0:00,Mall of Georgia,7.7,IPA,medium,draft
86058,BOM OMMEGANG NIRVANA,7/11/2019 0:00,Mall of Georgia,6.5,IPA,medium,draft
86057,BOM OMMEGANG PALE SOUR,7/11/2019 0:00,Mall of Georgia,6.9,Sour Ale,medium,draft
84660,BOM SIERRA NEV HAZY THI,9/20/2018 0:00,Mall of Georgia,6.7,IPA,medium,draft
86213,BOM SWEETWATER G13,8/22/2019 0:00,Mall of Georgia,6,IPA,medium,draft
86217,BOM SWEETWTR KICK PLSTC,8/22/2019 0:00,Mall of Georgia,5.3,Pilsner,light,draft
81677,BOM TERRAPIN LUAU KRUNK,10/27/2016 0:00,Crabapple,6.5,IPA,medium,draft
87713,BOTM AUTOMATIC,3/30/2021 18:00,Crabapple,5.2,Pale Ale,medium,draft
88158,BOTM FRESH HAZE,11/30/2021 19:32,Crabapple,6.5,IPA,medium,draft
88181,BOTM HAZY IPA,1/9/2022 14:33,Windward,6.7,IPA,medium,draft
88153,BOTM NIGHT ON PONCE,10/24/2021 17:17,Crabapple,7.5,IPA,medium,draft
86867,BOTM PRINTS PRESS CHECK,1/16/2020 0:00,Mall of Georgia,5.6,Pale Ale,medium,draft
88206,BOTM RETURN OF MAC,7/8/2022 13:43,Crabapple,6.8,Sour Ale,medium,draft
88219,BOTM TERRAPIN RISE UP,9/21/2022 15:24,Crabapple,5.4,Pale Ale,medium,nooner
12121,GUINNESS 20oz,3/23/2010 0:00,Crabapple,4.2,Stout,dark,draft
84664,LIMITED BOULEVARD JAM B,9/20/2018 0:00,Mall of Georgia,5.9,Fruit/Herbed/Spice Beer,medium,draft
62291,RED BRICK A-TOWN BROWN,9/27/2013 0:00,Crabapple,5.9,Brown Ale,dark,draft
61973,RED BRICK BLACK EYE RYE,4/30/2013 0:00,Mall of Georgia,8,IPA,medium,draft
9972,Red Brick Blonde,9/3/2008 0:00,Crabapple,4.9,Blonde Ale,light,bottle
12269,RED BRICK LAUGHING SKUL,5/25/2011 0:00,xEllard Village,5.4,Amber/Red Ale,medium,draft
60234,RED BRICK LONG JOHN,12/26/2010 0:00,Mall of Georgia,8.2,Belgian Dark Ale,dark,draft
11499,RED BRICK OCTOBERFEST,9/4/2008 0:00,Crabapple,5.9,Oktoberfest/Marzen,medium,draft
9783,Red Brick Pale Ale,7/25/2008 0:00,Crabapple,5.8,Pale Ale,medium,bottle
61846,RED BRICK SMOKED VAN G 12,7/30/2013 0:00,Mall of Georgia,7.8,Porter,dark,draft
11107,RED BRICK SUMMER,6/18/2009 0:00,Crabapple,4.7,Hefeweizen,light,draft
12130,REUSE,12/28/2007 0:00,Crabapple,5,Lager,light,draft
12131,REUSE,1/10/2008 0:00,Crabapple,4.5,Amber/Red Ale,medium,draft
86830,TOM 2K MELVIN IPA,12/22/2019 0:00,Mall of Georgia,7.5,IPA,medium,draft
